text,label
Who made the most appearances in the center square on Hollywood Squares ?,human
What 's the abbreviation for limited partnership ?,description
What are pomegranates ?,abbreviation
What 's the term for a limestone deposit rising from the floor of a cave ?,entity
"What beer tells us , `` Grab all the gusto you can get . '' ?",entity
Who built the first pyramid ?,human
Where is Logan Airport ?,location
What New York Yankee was known as The Iron Horse ?,human
What river runs through Liverpool ?,location
What was the alternate to VHS ?,entity
What 's the shape of a camel 's spine ?,entity
What lake in Scotland is said to hold one or more monsters ?,location
What 's the most common street name in America ?,location
What countries have the highest ratio of university students ?,location
What are the `` Star Wars '' satellites ?,abbreviation
Why did the Aztecs first think the Spanish were Gods ?,abbreviation
What are the four elements ?,entity
What is real time processing ?,abbreviation
What J.R.R. Tolkien book features Gimli as a central character ?,entity
How does a parachute work ?,abbreviation
What is porphyria ?,abbreviation
How many years of bad luck follow breaking a mirror ?,number
"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?",number
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,entity
Who won two gold medals in skiing in the Olympic Games in Calgary ?,human
What is Tetrinet ?,abbreviation
What fraction of a beaver 's life is spent swimming ?,number
When was the battle of the Somme fought ?,number
What city 's the kickoff point for climbs of Mount Everest ?,location
How many fingers are used to draw a bow ?,number
How would someone go about becoming an organ donor ?,abbreviation
What is a fear of points ?,entity
How long does it take the moon to revolve around the Earth ?,number
What is a country that starts with the letter x ?,location
What is Head Start ?,abbreviation
When did communist control end in Hungary ?,number
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,human
What are the components of polyester ?,entity
Why is it called `` hamburger '' if there is no ham in it ?,abbreviation
What is the difference between a bottle and a jar ?,abbreviation
Name the disposable razor that `` costs about 19 cents . '',entity
Where is the official `` zero '' of the sea level ?,location
Who told all in Ball Four ?,human
What is the lowest level of the American judiciary ?,entity
What corporation does Madonna advertise for ?,human
What do the French call La Manche ?,entity
Who is Langston Hughes ?,human
How high is the city of Denver ?,number
What country is located at 13 degrees North latitude and 10 degrees East longitude ?,location
What are all the southern states of the U.S. ?,location
Who said : `` Soldiers win the battles and generals get the credit '' ?,human
How much folic acid should a pregnant woman get each day ?,number
What does the word affiant mean ?,abbreviation
What is after death ?,entity
What is magnetar ?,abbreviation
What is the fear of cockroaches called ?,entity
What is the origin of the name Katie ?,abbreviation
Why are lions called `` King of the Jungle '' ?,abbreviation
Why are the U.S. presidential elections held in November ?,abbreviation
How many flavors of ice cream does Howard Johnson 's have ?,number
"What schools in the Washington , DC NN NN VBP NN NN NN NN .",human
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,location
"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",human
Where was the largest concentration camp in World War II ?,location
What two countries ' coastlines border the Bay of Biscay ?,location
What 1956 Grace Metalious novel was on the best-seller list for two years ?,entity
Where are good science sites on the Internet ?,location
The corpus callosum is in what part of the body ?,entity
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,entity
What is Jimmy Olsen 's full name ?,human
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,human
"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",entity
"Why was Washington , DC originally called District of Columbia ?",abbreviation
"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",entity
How did the tradition of best man start ?,abbreviation
How do I legally make my own will and testament ?,abbreviation
What were hairy bank notes in the fur trade ?,entity
"Which U.S. President is buried in Washington , D.C. ?",human
Who 's won the most Oscars for costume design ?,human
How can you stop the itch from poison ivy ?,abbreviation
What holidays are celebrated in Ireland ?,entity
Who is the actress Bette Davis once said she wished she looked like ?,human
How do I find a web address for a company ?,abbreviation
What country has the port of Haifa ?,location
Who is the president of Bolivia ?,human
What 's the first day of the week ?,number
What is a conifer ?,abbreviation
What sport can a free-legged pacer compete in ?,entity
What is the difference between ninjitsu and kung fu ?,abbreviation
How many revolutions does a standard LP make in three minutes ?,number
How many Fig Newtons are there to the pound ?,number
Aspartame is also known as what ?,entity
How do I check if my modem is v.9 compatible ?,abbreviation
Who was the most famous food editor of The New York Times ?,human
Where is Inoco based ?,location
What does Tiffany mean ?,abbreviation
What color was the hundred billionth crayon made by Crayola ?,entity
How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,number
How many muscles does an oyster have ?,number
What is the meaning of `` subaru ? '',abbreviation
What are a baseball team 's firemen ?,abbreviation
"What is the best place to live in the world , considering climate , civilization ?",location
Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,human
Which Doonesbury character was likely to turn into a werewolf ?,human
In what year did Thatcher become prime minister ?,number
"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?",abbreviation
What city is often called The Insurance Capital of the World ?,location
"What is the origin of the term `` blue moon , '' and how often do they occur ?",abbreviation
What are you caught in if a haboob blows up ?,entity
Who invented the fountain ?,human
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",human
What kind of habitat does the scorpion live in ?,location
What was a California prayer book to an Old West gambler ?,entity
What was the name of the peace agreement imposed on Germany after World War I ?,entity
Where does `` bovine '' come from ?,abbreviation
What country borders Denmark to the south ?,location
Saddam Hussein was compared to whom by President Bush ?,human
What city does Orly Airport serve ?,location
What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,entity
What does palindromic mean ?,abbreviation
Where was George Washington born ?,location
Ray Charles is best known for playing what instrument ?,entity
"What Scandinavian country covers 173 , 732 square miles ?",location
Why is hockey so violent ?,abbreviation
Name the lawyer for Randy Craft .,human
Which operating system runs on IBM-compatible machines ?,entity
What was the distinguishing mark on the `` Little Rascals '' dog ?,entity
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,human
What is a virtual IP address ?,abbreviation
Which city in Canada is the least-populated ?,location
What is hyperopia ?,abbreviation
What 's the name of Popeye 's adopted son ?,human
What is the executor in a will ?,abbreviation
Who is Henry Butler ?,human
What 's the symbol for the zodiacal sign Gemini ?,entity
A corgi is a kind of what ?,entity
Who was the first Russian astronaut to walk in space ?,human
What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,entity
What author was appointed U.S. ambassador to Spain in 1842 ?,human
What future movie treat was introduced to American colonists in 1603 by Native Americans ?,entity
"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",human
Ray Charles plays which instrument ?,entity
Where is Basque country located ?,location
What wrestling star became `` The Incredible Hulk '' ?,human
What are the developmental stages of a swimmer ?,entity
What money was used by them ?,entity
What are some of the significant historical events of the 1990s ?,entity
What was the minimum wage in 1991 ?,number
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,human
What flower did Vincent Van Gogh paint ?,entity
How many pounds are there in a stone ?,number
"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?",location
What is the origin of the word trigonometry ?,abbreviation
What was the U.S. highway death toll in 1969 ?,number
What Asian leader was known as The Little Brown Saint ?,human
What common livestock have the greatest variety of breeds ?,entity
What is the name of the medical condition in which a baby is born without a brain ?,entity
What card game can feature dealer 's choice ?,entity
What TV talk-show host lends his name to a line of men 's clothing ?,human
What is a mathematical factor ?,abbreviation
What are some interesting facts and information about dogsledding ?,abbreviation
Who were the four famous founders of United Artists ?,human
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,human
How fast do cheetahs run ?,number
What card company sells Christmas ornaments ?,human
What mustachioed comedian portrayed Frankie in North to Alaska ?,human
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,entity
Who do Herb and Tootsie live next door to ?,human
When was the Parthenon built ?,number
Who invented Make-up ?,human
What 's the singular of dice ?,entity
Where 's the GUM department store ?,location
Where did Indian Pudding come from ?,abbreviation
What canal does the Thatcher Ferry Bridge span ?,location
What 's a short ton ?,abbreviation
In what U.S. state was the first woman governor elected ?,location
What are boxcars ?,abbreviation
Which major diamond producer is based in South Africa ?,human
When was CNN 's first broadcast ?,number
What city in the U.S. experienced the most growth recently ?,location
What is the average cost for four years of medical school ?,number
Where did marijuana come from ?,abbreviation
What does a pedometer measure ?,entity
What German city do Italians call The Monaco of Bavaria ?,location
Who discovered electricity ?,human
What nation boarders Mozambique ?,location
Who made the largest cocaine seizure in Ventura County history ?,human
What infectious disease is the world 's deadliest ?,entity
What TV show did John Sebastian sing the theme for ?,entity
What comedian was The Perfect Fool ?,human
Who is considered The First Lady of the American Stage ?,human
What does the name `` Justin '' mean ?,abbreviation
Where is McCarren Airport ?,location
What is the meaning of `` CPR '' ?,abbreviation
When did the Chernobyl nuclear accident occur ?,number
What do humans catch zoonose diseases from ?,entity
What kind of poisoning is known as plumbism ?,entity
What animal has the best hearing ?,entity
What was the sequel to The Moon 's Balloon ?,entity
How many Americans have HIV ?,number
What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?,human
Why doesn 't www.answers.com have any answers to my questions ?,abbreviation
What is a fear of children ?,entity
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,human
What film opens with an assassin tumbling from the Seattle Space Needle ?,entity
Who were the five Marx brothers ?,human
Who are cartoondom 's Super Six ?,human
What does El Nino mean in spanish ?,entity
What is the temperature for baking Peachy Oat Muffins ?,number
What is digitalis ?,abbreviation
What Italian liner was hijacked in 1985 ?,entity
What instrument does Benny Carter play ?,entity
What is the orgin of xoxoxox ?,abbreviation
Musician Ray Charles plays what instrument ?,entity
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",human
What does e=mc2 mean ?,abbreviation
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,entity
When was the G7 group of nations formed ?,number
In which year was the cartoon character Chilly Willy created ?,number
What is the best Internet business to go into ?,human
Which of the following celebrities was not born in Philadelphia ?,human
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,human
How long after intercourse does it take to find out if you are pregnant ?,number
What is the largest and most expensive freeway construction project in the U.S. right now ?,location
"What are Cobol , Fortran , and Pascal ?",abbreviation
How many cullions does a male have ?,number
What 's the official language of Algeria ?,entity
How do you write a book report ?,abbreviation
Who wrote Unsafe at Any Speed ?,human
What civilization invented the arch ?,human
What is the most popular last name ?,human
What is the longest-running television series ?,entity
Where can I find a list of `` classic '' books 5th and 6th graders should read ?,location
Who were the Picts ?,human
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,human
What 's a perfect score in a gymnastics exercise ?,number
What does gringo mean ?,abbreviation
What is the definition of spamming ?,abbreviation
What is Mississippi 's state animal ?,entity
"What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?",human
Where can I find an Ask An Expert site ?,location
Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,human
Who was the supreme god of Germanic religion ?,human
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,human
How did the war of 1812 affect Delaware ?,abbreviation
Where did bocci originate ?,location
What is the deepest area of the Arctic Ocean ?,location
What are the top 5 fiction books of all time ?,entity
Where is there information on the novel `` El Cid '' ?,location
How do they find an epicenter ?,abbreviation
What is the proof that houseplants metabolize carcinogens ?,abbreviation
What kind of creature is a coot ?,entity
What state did Anita Bryant represent in the 1959 Miss America contest ?,location
What information can you tell me about actor James Cromwell ?,human
What are some good medical sites for information ?,location
What were the first three cities to have a population of more than a million ?,location
How long did the Paris Commune hold out for against the rest of France ?,number
How far out is the universe ?,number
Who created the character James Bond ?,human
Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?,human
How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,abbreviation
About how many Americans are still unaccounted for from the Vietnam war ?,number
What is Ray Bradbury 's illustrated man illustrated with ?,entity
What well-known actor is the father of star Alan Alda ?,human
How many teats does a female goat sport ?,number
Where did the Maya people live ?,location
When is President Nixon 's birthday ?,number
What is Nicholas Cage 's profession ?,human
How many elephants are left on earth ?,number
Who was the 1st U.S. President ?,human
What is the speed of the Mississippi River ?,number
How is water treated to make it safe to drink ?,abbreviation
"What is a fear of odors , body , ?",entity
How many miles of corridors are in The Pentagon ?,number
What year did nylon stockings first go on sale ?,number
What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,entity
When did Nixon visit China ?,number
Why is Rush 's 2112 called 2112 ?,abbreviation
When did the `` Star-Spangled Banner '' become the national anthem ?,number
Why does cotton get caught in belly buttons ?,abbreviation
What do the figures represent on the Easter Island ?,abbreviation
What does Final Four refer to in the sports world ?,entity
What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,abbreviation
What 's the only color Johnny Cash wears on stage ?,entity
What body of water does the Yukon River empty into ?,location
Who did Sara Jane Moore try to assassinate ?,human
Colin Powell is most famous for what ?,abbreviation
What web sites are linked to the Report on Genesis Eldercare ?,location
What province is Edmonton located in ?,location
What two baseball players make up the battery ?,human
"What is the origin of the midwest slang , ` you 're darn tootin ' ?",abbreviation
What breed of dog was the `` Little Rascals '' dog ?,entity
Where does the tennis star Stefan Edberg come from ?,location
What is the first personal computer company ?,human
What is the last name of Lucy and Linus from the Peanut 's comic strip ?,human
What was the favorite sport of Tom Wolfe 's The Pump House Gang ?,entity
What female suspect in the game of Clue is single ?,human
What U.S. university boasts the largest library ?,human
"Where can one find information on religion and health , the brain and nutrition ?",location
What does an echidna look like ?,abbreviation
What Asian country has a bill of rights for cows ?,location
What kind of tree graces Lebanon 's flag ?,entity
What caused the division between the Anglicans and the Vatican ?,abbreviation
What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?,human
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,human
What is the chemical composition of a Barbie ?,entity
What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?,abbreviation
What causes blue balls ?,abbreviation
What U.S. state includes the San Juan Islands ?,location
Which killer whale died at Sea World of a fungal infection ?,entity
What were the three prophecies the witches make to Macbeth ?,abbreviation
What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?,human
Which airplane did Fawaz Younis hijack ?,entity
Where did the term `` 69 '' come from ?,abbreviation
When was the Bill of Rights ratified ?,number
Who is the Incredible Hulk in reality ?,human
What year was the Avery Dennison company founded ?,number
What 's the setting of John Le Carre 's A Small Town in Germany ?,abbreviation
Who is Barbara Jordan ?,human
Where can I get information about cystic fibrosis ?,location
What is a Chinese `` spouting '' bowl ?,abbreviation
What is a fear of lice ?,entity
What is a cake of soap ?,abbreviation
How did the bikini bathing suite get its name ?,abbreviation
What is the name of a book written by Aaron Hass ?,entity
What is the `` fourth dimension '' ?,abbreviation
To what does Microsoft 's Windows 3 owe its success ?,entity
What are the Greek numerals ?,abbreviation
What is glass made of ?,entity
What was the name of the computer in ` 2001 : A Space Odyssey ' ?,entity
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",human
What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,abbreviation
Where is the Valley of the Kings ?,location
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?,human
Where can I find lyrics for R&B ?,location
What former president 's daughter has written a book titled Murder in the White House ?,human
What 1965 film had Jack Lemmon portraying a cartoonist ?,entity
What type of currency is used in China ?,entity
What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?,human
Where is Ayer 's rock ?,location
Which team won the Super Bowl in 1968 ?,human
What are the only two states that incorporate the Confederate battle flag in their flags ?,location
What 's known as The queen of Drinks ?,entity
How do I get another city 's newspaper ?,abbreviation
Who are Woody Woodpecker 's niece and nephew ?,human
Where did the Wright brothers make their first flight ?,location
"What overalls are named for Dungri , a suburb of Bombay ?",entity
What is the largest city on the Great Lakes ?,location
What famous comedian recently tried without success to revive the play ?,human
Why do men snore ?,abbreviation
What is the chemical symbol for nitrogen ?,entity
What day of the week was July 13 ?,number
What are people doing to help prevent the extinction of birds ?,abbreviation
What country would you visit to ski in the Dolomites ?,location
Madonna advertises for what soft drink ?,entity
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,number
How many people was Randy Craft convicted of murdering ?,number
"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",human
Silly putty was invented by whom ?,human
How can I stop or slow down aging ?,abbreviation
What happened to Answers.com ?,abbreviation
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,number
What is graduate school ?,abbreviation
What do Christian Scientists believe in ?,abbreviation
"What does Ms. , Miss , and Mrs. stand for ?",description
What is the highest peak in Africa ?,location
What drug is often used to treat AIDS patients ?,entity
Name the On Stage character whose face was never seen .,human
Who was the first woman to run the mile in less than 4 36893 minutes ?,human
What is the daily requirement of folic acid for an expectant mother ?,abbreviation
Who claimed to be the world 's most perfectly-developed man ?,human
"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?",entity
How do you ask questions ?,abbreviation
What city is the setting for Puccini 's opera La Boheme ?,location
How did Peabody and Sherman travel through time ?,abbreviation
How many fiddlers did Old King Cole have ?,number
What is `` the soft drink for adults '' ?,entity
How many gallons of water go over Niagra Falls every second ?,number
How does Zatanna perform her magic in DC comics ?,abbreviation
What two presidents of the U.S. published books of poetry ?,human
What 's a perfect score in a gymnastics exercise ?,number
What letter appears on the cold-water tap in Spain ?,entity
What is the average hours per months spent online by AOL users ?,number
CNN is the abbreviation for what ?,description
Which city in China has the largest number of foreign financial companies ?,location
What erupts every hour at Yellowstone National Park ?,location
What do you call a section of your finger from one joint to another ?,entity
What are the statistics for drunken drivers in Maryland ?,number
Name a film in which Jude Law acted .,entity
What is the English translation for the word `` caliente '' ?,entity
What is the largest city in Germany ?,location
What 's the biggest-selling U.S. magazine aimed at a black audience ?,entity
What is Colin Powell best known for ?,abbreviation
What is the largest U.S. state east of the Mississippi ?,location
What desert has the highest sand dunes ?,location
What is the origin of head lice ?,abbreviation
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,location
How can you prevent it ?,abbreviation
What sport was the first televised in the U.S. ?,entity
Where can I buy a pony on the Big Island for my daughter ?,location
What country was General Douglas McArthur in when he was recalled by President Truman ?,location
What city 's theatrical district has been dubbed The Roaring Forties ?,location
Who is the best known villain of the 165 Gunpowder Plot ?,human
What is the current unemployment rate in the U.S. ?,number
Who wrote `` The Pit and the Pendulum '' ?,human
What are the five basic swimming strokes ?,entity
What university football team did O.J. Simpson take to the Rose Bowl ?,human
How does a scientific calculator work ?,abbreviation
What Don McLean song laments the day Buddy Holly died ?,entity
What are the different types of plastic ?,entity
When did World War I start ?,number
What year was the ATM first introduced ?,number
What is Nitrox diving ?,abbreviation
"What are some fun things to do in Cozumel , Mexico for teenagers ?",abbreviation
When is the Sun closest to the Earth ?,number
What are the short- and long-term effects of underage drinking ?,abbreviation
What organization 's offices were broken into at Watergate in 1972 ?,human
Who was the lawyer for Randy Craft ?,human
What 's the largest letter in Salvador Dali 's signature ?,entity
What 's the most powerful country in the world ?,location
Where does the U.S. get most of its energy ?,location
"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",number
What does an ashen-faced eidologist search out the existence of ?,entity
What is `` the washed vodka '' ?,abbreviation
Who was Lacan ?,human
How many languages are there in the world ?,number
What 's the name of the Wilkes plantation in Gone with the Wind ?,location
What is a `` node '' in computer terms ?,abbreviation
What is the chemical formula for napalm ?,entity
What U.S. state lived under six flags ?,location
Who co-starred with Julie Andrews in Mary Poppins ?,human
What sport is known for hooligans ?,entity
What is a firewall ?,abbreviation
"When it 's time to relax , what one beer stands clear ?",entity
Who was the first Holy Roman Emperor ?,human
Who portrayed the title character in the film The Day of the Jackal ?,human
Where can I find a person 's address from a telephone number ?,location
How many American soldiers are stationed in South Korea ?,number
What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,human
What is Columbia Tristar 's phone number ?,number
"What month , date , and year did Charles I die ?",number
What state is John F. Kennedy buried in ?,location
How many airline schools are there in the U.S. ?,number
What does a phobophobe fear ?,entity
"Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats .",entity
What do opposite faces of a die always add up to ?,entity
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,entity
"What did British companies stick 175 , 0 tons of tea into in 1982 ?",entity
What Australian city became the home of the America 's Cup ?,location
Madonna hocks which soft drink ?,entity
What does Ouija mean ?,abbreviation
How many hummingbird eggs could fit in one ostrich egg ?,number
How do you buy stocks ?,abbreviation
What did Martin Luther post on the church door at Wittenberg ?,entity
Who was the architect of Central Park ?,human
What was George Washington afraid of ?,entity
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?,entity
What was the infamous feat of Germany 's U-2 submarine ?,abbreviation
What 's the meaning of the name Tatiana ?,abbreviation
How many web servers are there ?,number
In what movie is the number nine found in the title ?,entity
Who is Pia Zadora 's millionaire husband and mentor ?,human
"What is deadrise , nautical , ?",abbreviation
What is the brand name of the chemical daminozide ?,entity
What was the name of Aristotle Onassis 's yacht ?,entity
What is the rounded part on the top of a matchbook called ?,entity
Name a technique widely used to detect birth defects ?,entity
What film dramatized the Scopes monkey trial ?,entity
How do you box train a cat ?,abbreviation
What color are school buses ?,entity
Why are there Braille things on the ATM machines that people drive through ?,abbreviation
What does saliva consist of ?,entity
What does the name Melissa mean ?,abbreviation
How many bones are in the human hand ?,number
What are some mythology websites ?,location
What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?,human
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,abbreviation
What does the Latin ante mortem mean ?,abbreviation
What term means a sexual attraction between a male and a female ?,entity
When is Bastille Day ?,number
Where is the Kalahari desert ?,location
What is `` flintknapping '' ?,abbreviation
When was the De Beers company founded ?,number
What ill-fated craft was captained by Ernst Lehmann ?,entity
How do movie blues screens work ?,abbreviation
What makes a tornado turn ?,abbreviation
What character in The Beverly Hillbillies has the given names Daisy Moses ?,human
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,human
What hard-of hearing artist painted Sunflowers ?,human
Where is Rider College located ?,location
Who was the oldest U.S. president ?,human
What is meant by the term `` yield to maturity '' in reference to bonds ?,abbreviation
Who was the founding member of the Pink Floyd band ?,human
Who wrote `` The Scarlet Letter '' ?,human
What does the name Shawn mean ?,abbreviation
How many Russians have landed on the moon ?,number
What was the name of the orca that died of a fungal infection ?,entity
What plant is rum made from ?,entity
What was the top box office movie in April 1998 ?,entity
How many oceans are there and name them ?,number
How many warmup pitches does a reliever get coming into a baseball game ?,number
What 's the name of Pittsburgh 's baseball team ?,human
What 's the most abundant element in the sun ?,entity
What is the difference between optical and digital video ?,abbreviation
What college did Joe Namath play football for ?,human
What company produces Spumante ?,human
What causes pneumonia ?,abbreviation
What was the name of the director of the movie `` Jaws '' ?,human
"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?",entity
What is the difference between fatalism and determinism ?,abbreviation
What kind of organization is ` Last Chance for Animals ' ?,human
Where can one find Rider College ?,location
What is the classic definition of tragic hero ?,abbreviation
What is the cultural origin of the ceremony of potlatch ?,abbreviation
Who domesticated the wild turkey ?,human
How do you say `` fresh '' in Spanish ?,entity
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,human
Who painted the Sistine Chapel ?,human
What court does Bob Woodward describe in The Brethren ?,human
How many hands does Bjorn Borg use when hitting his forehand ?,number
What is the name of the company that manufactures the `` American Girl '' doll collection ?,human
Who is Peter Weir ?,human
What term does a Czech use to describe a Pole ?,entity
What is Margaret Thatcher known for ?,abbreviation
What kind of business is 7-Eleven ?,human
What food of the three bears did Goldilocks eat ?,entity
How many countries are there ?,number
What is the highest mountain in the world ?,location
Why is black the color of mourning in the West ?,abbreviation
What is the chemical reactivity of helium ?,number
What does SIDS stand for ?,description
Where can I find a review of Nightmare on Elm Street in a film journal ?,location
What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,human
What was Simple Simon fishing for in his mother 's pail ?,entity
What 's the sacred river of India ?,location
What is the world population as of today ?,number
How old is Benny Carter ?,number
What kind of flowers does detective Nero Wolfe raise ?,entity
What was Connecticut 's first constitution called ?,entity
What do we call the imaginary line along the top of the Rocky Mountains ?,location
How old is the Italian artist Maurizio Pellegrin ?,number
Who was President Cleveland 's wife ?,human
Who was Randy Steven Craft 's lawyer ?,human
Where is Sinn Fein 's headquarters ?,location
What were the five opening words on Ben Casey ?,entity
What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,entity
What animal causes the biggest threat to humans ?,entity
How do I stop background noise in a car stereo ?,abbreviation
What kind of car did Janis Joplin ask the Lord to buy her ?,entity
What are the top boy names in the U.S. ?,human
What year did Apartheid start ?,number
What product on the market is good for hiding facial scars ?,entity
Why do magnets attract ?,abbreviation
What American poet wrote : `` Good fences make good neighbors '' ?,human
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,entity
How can I get a comic character I made copyrighted and published ?,abbreviation
What is the abbreviation for micro ?,description
What is the definition of a witch ?,abbreviation
When did CNN go on the air ?,number
How many sides does a heptagon have ?,number
How do I contact Answers.com direct ?,abbreviation
How far is London UK from California ?,number
What season is the setting for Shakespeare 's Midsummer Night 's Dream ?,number
What is a Devo hat ?,abbreviation
What are the four largest mountain ranges on the Asian continent ?,location
What 's the term for any four-sided figure ?,entity
What famous communist leader died in Mexico City ?,human
What measures did Clinton take to avoid the draft ?,entity
What is the longest word in the English language ?,entity
"What was the claim to fame of Explorer I , launched February 1 , 1958 ?",abbreviation
Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?,human
What is the normal resting heart rate of a healthy adult ?,number
How deep is a fathom ?,number
What gate opened on East and West Berlin ?,location
What is `` snoogans '' ?,abbreviation
Who is the current prime minister and president of Russia ?,human
What continent 's name appears on the upper left corner of a Budweiser label ?,location
What 's destroyed in Genesis 19 : 24 ?,entity
What record company was formed by Herb Alpert and Jerry Moss ?,human
What is Michael Jackson 's father 's name ?,human
How is ` qigong ' properly pronounced ?,abbreviation
What is `` the airline built for professional travelers '' ?,human
What is RAM in the computer ?,description
What country comes last in an alphabetical list ?,location
Who is the youngest of the Beatles ?,human
What was John Steinbeck 's travelling companion Charley ?,entity
What is a fear of water ?,entity
What computer operating system is on the most computers ?,entity
Which comic strip was never turned into a Broadway musical ?,entity
How big is the universe actually ?,number
What famous model was married to Billy Joel ?,human
How many tenths of the Earth 's surface lie under water ?,number
What 's an auberge in France ?,abbreviation
What is Jane Goodall known for ?,abbreviation
What is a pig in a poke ?,abbreviation
How many mountains have been named for Presidents in the continental USA ?,number
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,human
What is the average date when most malls begin putting up Christmas holiday decorations ?,number
What London street claims to be the world center for men 's tailoring ?,location
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,entity
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,location
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,human
When do MORMONS believe Christ was born ?,number
What is the name of Miss India 1994 ?,human
Who was the first American world chess champion ?,human
When was the Congress of Vienna ?,number
How did former WWF wrestler Rick Rude die ?,abbreviation
Who asked the musical question : `` Have you ever been to electric lady land ? '',human
What country lies directly south of Detroit ?,location
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,entity
"What did 8 , CD NNS VBP TO VB NNP POS NN .",entity
What are the titles of some R-Rated Sony Playstation games ?,entity
What is the oldest website on the Internet ?,location
What is the habitat of the chickadee ?,location
How many years did it take James Joyce to write Ulysses ?,number
When did beethoven die ?,number
Who is stationed at Camp Swampy in the comic strips ?,human
How do you find oxidation numbers ?,abbreviation
Winnie the Pooh is what kind of animal ?,entity
What international organization was founded by Clara Barton ?,human
What is a person called that likes fire ?,human
What vehicles are raced in the Tour de France ?,entity
What New England state carries the telephone area code 27 ?,location
What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,entity
